Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
730000,0.35302177,3.1545525,0.8451391,0.30142006,0.10307111,0.00028912688,0.19637561,0.009637924,0.039491616,0.22975953,183.21428571428572,9.737293171031135,9.737293171031135,1.4958733076761876,1.0
740000,0.33388367,3.1031096,0.8594977,0.34646583,0.10169779,0.00028897205,0.196324,0.009632769,0.04029901,0.21758614,156.984375,8.417425496947198,8.417425496947198,1.2515817022039777,1.0
750000,0.3027743,3.3731234,0.8771281,0.40037394,0.090887696,0.00028882295,0.19627431,0.009627803,0.040871326,0.18501253,125.20270270270271,8.65332294786349,8.65332294786349,1.158354604355991,1.0
760000,0.3147619,3.3683383,0.86327595,0.32659686,0.09777897,0.00028867833,0.1962261,0.009622988,0.041092083,0.20334226,149.75714285714287,8.651571163107924,8.651571163107924,1.2737438208760992,1.0
770000,0.28642225,3.585069,0.8682354,0.3157852,0.09109789,0.00028852557,0.19617519,0.0096179005,0.04035408,0.1909755,124.1,8.083521144993512,8.083521144993512,1.0442107139546195,1.0
780000,0.3113693,3.724948,0.86024714,0.3307389,0.09917317,0.00028837178,0.19612391,0.009612779,0.03853143,0.19558187,118.18987341772151,8.629035722956509,8.629035722956509,0.9548695489198347,1.0
790000,0.38584,3.3728814,0.8423443,0.270032,0.09847959,0.0002882239,0.19607463,0.009607855,0.040305525,0.22555195,153.46875,8.346106477547437,8.346106477547437,1.3199097496108152,1.0
800000,0.41736963,3.1731544,0.90539974,0.29220414,0.09586671,0.00028807984,0.19602662,0.009603058,0.042827267,0.2592279,172.6140350877193,9.051526782176408,9.051526782176408,1.5217490902072506,1.0
810000,0.45648378,3.2211413,0.9049524,0.27015182,0.09721495,0.00028792614,0.19597538,0.009597939,0.04330162,0.29547468,176.25454545454545,8.890996672162277,8.890996672162277,1.590205558592623,1.0
820000,0.43116257,2.7369144,0.9473577,0.23991412,0.100404724,0.00028777216,0.19592404,0.0095928125,0.04546356,0.26055124,198.25,9.136065832975948,9.136065832975948,2.002859591449402,1.0
830000,0.4142135,2.4155366,0.90964586,0.22955152,0.096790776,0.00028762582,0.19587527,0.00958794,0.042725906,0.2616397,259.5,8.804224893978866,8.804224893978866,2.3141306652801066,1.0
840000,0.37214297,3.1419055,0.92558795,0.29911175,0.09828698,0.00028747693,0.19582564,0.009582981,0.04407098,0.22893289,156.05,8.802383550287535,8.802383550287535,1.482092056175073,1.0
850000,0.38572192,2.6281884,0.9014002,0.33947116,0.09349752,0.00028732265,0.19577423,0.009577843,0.041632384,0.24576207,235.4318181818182,9.416938098375168,9.416938098375168,2.0041547273803086,1.0
860000,0.407167,2.956382,0.88162184,0.354262,0.10291943,0.0002871704,0.19572346,0.009572774,0.03978129,0.26129517,184.51063829787233,9.400405009449257,9.400405009449257,1.571494547488249,1.0
870000,0.40524217,2.7089977,0.8845975,0.25339866,0.09665255,0.000287023,0.19567432,0.009567863,0.041134015,0.24716528,287.1578947368421,9.80954963170016,9.80954963170016,2.422852517893681,1.0
880000,0.4216051,3.0918598,0.8769683,0.38975304,0.10109971,0.00028687256,0.19562419,0.009562855,0.042333767,0.25949797,172.01639344262296,9.165049670019844,9.165049670019844,1.5210667732553405,1.0
890000,0.41087398,3.4723966,0.87611115,0.38990828,0.09788284,0.0002867264,0.19557545,0.0095579885,0.040574893,0.25284556,162.0,9.91609660166656,9.91609660166656,1.3678439082577825,1.0
900000,0.43875304,2.9996886,0.9052429,0.26046988,0.10195878,0.00028657715,0.19552572,0.009553019,0.042502683,0.28532863,204.0408163265306,9.862698578841187,9.862698578841187,1.8214889145551287,1.0
910000,0.48938817,2.9438834,0.9714275,0.29705724,0.09692473,0.0002864293,0.19547644,0.009548094,0.043049783,0.31232545,191.88888888888889,9.346145023997114,9.346145023997114,1.7183219353771872,1.0
920000,0.4286191,2.668645,0.9386333,0.30422467,0.09736815,0.00028628085,0.19542694,0.009543152,0.04202919,0.27078322,245.3181818181818,10.634968915858984,10.634968915858984,2.1828314020213755,1.0
930000,0.50002265,2.6036837,0.9191272,0.23096691,0.10616607,0.000286131,0.19537699,0.009538161,0.04142327,0.298976,267.55555555555554,10.520873144902806,10.520873144902806,2.3015410610112466,1.0
940000,0.50962025,3.2302077,0.9375709,0.33992714,0.099366486,0.00028598143,0.19532715,0.009533182,0.042915516,0.305639,164.08474576271186,9.27772274050246,9.27772274050246,1.4980738685797836,1.0
950000,0.50470966,2.5804,0.8936781,0.23785171,0.09532806,0.0002858251,0.19527502,0.009527975,0.0410849,0.30153933,254.16666666666666,10.127595822020185,10.127595822020185,2.154920533299446,1.0
960000,0.44065505,3.2802095,0.86673343,0.34689358,0.10448708,0.00028566908,0.19522303,0.009522779,0.041135445,0.25575387,181.73076923076923,10.8794271297542,10.8794271297542,1.5773776163399782,1.0
970000,0.42856652,3.0486586,0.85627896,0.35426825,0.09592976,0.00028552243,0.19517413,0.009517897,0.042087056,0.24958348,186.4909090909091,10.122248863663387,10.122248863663387,1.6274452834838518,1.0
980000,0.45287937,3.3588471,0.85969204,0.32529193,0.097703524,0.00028537618,0.1951254,0.009513025,0.039037786,0.26399598,185.3846153846154,10.125808071481275,10.125808071481275,1.546337015223953,1.0
990000,0.47227544,3.1993587,0.86403656,0.3687985,0.09674582,0.00028522877,0.19507626,0.009508117,0.038624585,0.28400636,194.56603773584905,10.516442299302105,10.516442299302105,1.5510412269746356,1.0
1000000,0.47740427,2.8935,0.83350897,0.28777236,0.09867407,0.0002850744,0.19502479,0.009502976,0.038830232,0.2744403,239.45,10.398421414769613,10.398421414769613,1.9808620086942728,1.0
1010000,0.43538773,2.8190792,0.82169765,0.2971449,0.09235939,0.0002849215,0.19497384,0.009497885,0.036712114,0.24821118,231.0731707317073,10.722976398410093,10.722976398410093,1.7665280088237145,1.0
1020000,0.46635407,2.9808807,0.8260337,0.2941377,0.10247893,0.00028477292,0.1949243,0.0094929375,0.03853332,0.2803625,222.70833333333334,10.526959009332737,10.526959009332737,1.783571918339779,1.0
1030000,0.44990703,3.3147836,0.8295821,0.35841995,0.09595491,0.00028462696,0.19487566,0.009488078,0.0374948,0.2792092,184.77777777777777,10.766040641238744,10.766040641238744,1.4442673951387406,1.0
1040000,0.48879158,3.280479,0.8182018,0.28237915,0.0966404,0.00028447915,0.19482638,0.009483155,0.03666866,0.27608886,184.625,10.522407886173044,10.522407886173044,1.4150057568081789,1.0
1050000,0.446591,3.5610988,0.8405277,0.38933116,0.09367639,0.00028433144,0.19477715,0.0094782375,0.039961293,0.25903773,158.79032258064515,10.62906840972362,10.62906840972362,1.3242078716716459,1.0
1060000,0.47503102,3.6350362,0.8861285,0.35052353,0.10122669,0.00028417495,0.19472499,0.009473024,0.04027758,0.27084225,163.1818181818182,11.123240797450258,11.123240797450258,1.375151570954106,1.0
1070000,0.45322394,3.2718513,0.88446856,0.3191198,0.0944874,0.00028402032,0.19467345,0.009467875,0.038427897,0.26443532,215.2,11.01938062088564,11.01938062088564,1.721953061874956,1.0
1080000,0.49691868,3.445034,0.8800773,0.32322434,0.10250274,0.00028387512,0.19462503,0.00946304,0.039739553,0.30330643,189.8653846153846,10.900662369515675,10.900662369515675,1.5877666760128564,1.0
1090000,0.47979522,3.500025,0.8809948,0.3360637,0.09471956,0.00028372812,0.19457603,0.009458145,0.03902104,0.28586835,180.9298245614035,10.539018452300557,10.539018452300557,1.4959931748786144,1.0
1100000,0.48265496,3.4503102,0.8561959,0.33037817,0.0947012,0.00028358115,0.19452704,0.009453252,0.038151834,0.29225284,169.6727272727273,9.34722602287392,9.34722602287392,1.359055050665682,1.0
1110000,0.42318127,3.2822378,0.81210107,0.31200677,0.09454576,0.00028342713,0.1944757,0.009448122,0.035961706,0.25596175,183.38181818181818,9.798400483322753,9.798400483322753,1.3557852890681137,1.0
1120000,0.41529703,3.3158507,0.82481974,0.38327476,0.08921609,0.00028327078,0.1944236,0.009442915,0.03631735,0.25942254,176.08620689655172,10.486776571720839,10.486776571720839,1.348302334498871,1.0
1130000,0.41421875,3.1084092,0.7978483,0.37110698,0.09586667,0.00028312227,0.19437407,0.009437971,0.03709659,0.22812086,202.73469387755102,10.960906859582328,10.960906859582328,1.5705116044882002,1.0
1140000,0.37775886,3.4790993,0.80885714,0.4121778,0.095003456,0.00028297113,0.1943237,0.009432938,0.038607854,0.222512,140.8235294117647,10.106922409153016,10.106922409153016,1.1303339911813752,1.0
1150000,0.37002498,3.194945,0.8332515,0.2898942,0.09998513,0.00028282191,0.19427396,0.009427968,0.03922486,0.2072689,214.9111111111111,11.295405205970424,11.295405205970424,1.7656989602579012,1.0
1160000,0.38134077,3.056528,0.8468614,0.32972437,0.09692311,0.0002826749,0.19422497,0.009423073,0.039541114,0.20976603,200.71698113207546,10.349770553572595,10.349770553572595,1.664107099843194,1.0
1170000,0.41333696,3.5374956,0.8381259,0.4131771,0.092759706,0.00028253102,0.194177,0.009418283,0.0387554,0.23099934,148.82608695652175,9.89357113887501,9.89357113887501,1.1815177070196061,1.0
1180000,0.37942007,3.343762,0.85215724,0.39758718,0.09192703,0.00028237476,0.19412492,0.009413078,0.03954933,0.22793885,174.2941176470588,10.303277632436501,10.303277632436501,1.4279976597485633,1.0
1190000,0.42656597,3.117434,0.8762099,0.31893647,0.10266821,0.0002822193,0.1940731,0.009407902,0.044282302,0.2611577,203.89795918367346,10.450913257324524,10.450913257324524,1.8283597450548161,1.0
1200000,0.42030624,3.1599197,0.9162497,0.3337093,0.103931084,0.00028207342,0.19402447,0.009403044,0.03991621,0.2624651,214.75510204081633,11.447584774354473,11.447584774354473,1.8777385526895523,1.0
1210000,0.41094172,3.281788,0.90713704,0.29185143,0.09479528,0.00028192706,0.1939757,0.009398171,0.039677173,0.2540848,174.26785714285714,10.253382699377003,10.253382699377003,1.435692582545536,1.0
1220000,0.4160783,3.5406184,0.88322735,0.35951257,0.09739666,0.00028177924,0.1939264,0.009393249,0.03963467,0.23468259,156.9206349206349,10.34702906277149,10.34702906277149,1.303890619249571,1.0
1230000,0.37433824,3.3173575,0.8696556,0.37774017,0.09695646,0.00028163035,0.19387677,0.0093882885,0.039634857,0.21324237,214.2608695652174,12.040854200224082,12.040854200224082,1.7612142047948307,1.0
1240000,0.38508663,3.2218027,0.8709159,0.31756377,0.093161605,0.00028147592,0.1938253,0.009383148,0.041295897,0.21781227,195.19565217391303,11.542532635406848,11.542532635406848,1.6974256838017956,1.0
1250000,0.36634615,3.2211623,0.8617063,0.3241495,0.101377405,0.00028131748,0.1937725,0.009377872,0.038631838,0.22143334,200.94444444444446,10.623593482999476,10.623593482999476,1.6007899377770998,1.0
1260000,0.42551857,3.4352891,0.82910323,0.3644481,0.09881834,0.00028117036,0.19372344,0.009372971,0.037700735,0.2570211,226.2888888888889,11.563578758140405,11.563578758140405,1.7686067464450994,1.0
1270000,0.4374153,2.9268923,0.8683365,0.27269194,0.103721626,0.000281026,0.19367534,0.009368165,0.03677385,0.2675765,219.85106382978722,10.507178477792896,10.507178477792896,1.714970774948597,1.0
1280000,0.3799201,3.3918815,0.8419583,0.35992643,0.09495177,0.00028087888,0.19362628,0.009363266,0.038326234,0.22541401,165.76363636363635,10.969944575654441,10.969944575654441,1.3353488221111005,1.0
1290000,0.34005082,3.469037,0.8883915,0.33498394,0.102851495,0.00028073046,0.1935768,0.009358321,0.041907754,0.22640869,183.58928571428572,11.389404294737947,11.389404294737947,1.5782660867220588,1.0
1300000,0.29893443,3.3011496,0.8797144,0.34205857,0.099671915,0.00028057618,0.19352539,0.009353186,0.039826445,0.19205083,194.0,11.259608938586803,11.259608938586803,1.6071276108601265,1.0
1310000,0.27945477,3.3287394,0.8386416,0.404249,0.09393027,0.0002804201,0.19347337,0.009347988,0.03880544,0.1597201,174.11290322580646,10.881105394923084,10.881105394923084,1.4240673454034896,1.0
1320000,0.28654453,3.8311222,0.8212132,0.37412685,0.10127602,0.0002802697,0.19342324,0.009342981,0.036493257,0.16344035,155.359375,10.955035557393872,10.955035557393872,1.1887204305283607,1.0
1330000,0.3227434,3.3580887,0.81936705,0.38708395,0.096709386,0.0002801214,0.1933738,0.009338041,0.036626086,0.18462092,193.10204081632654,10.977315217494128,10.977315217494128,1.440256572043409,1.0
1340000,0.30388138,3.3735492,0.83601594,0.40834412,0.09217204,0.00027997183,0.19332395,0.009333061,0.03877546,0.17170744,183.33928571428572,11.013622490938923,11.013622490938923,1.4114597569473766,1.0
