Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/GAIL Value Estimate,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Losses/Pretraining Loss,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Policy/GAIL Reward,Is Training
10000,1.5736428,-0.033885684,0.15909438,0.47989297,495.3333333333333,0.14747852,0.26948437,0.00029913124,0.19971041,0.009971068,0.122271836,1.5876427,4.5056515,0.42725658,0.57013726,0.23853092,-2.695624803309329,-2.695624803309329,3.7401127964258194,22.101078510284424,1.0
20000,1.4596441,-0.13725357,0.4132963,1.9176794,487.25,0.13439763,0.25214553,0.00029765343,0.1992178,0.009921857,0.04755712,1.4623576,2.177203,0.4543404,0.5425941,0.18844402,-1.2031805769074708,-1.2031805769074708,2.5413020473594465,32.501642699042954,1.0
30000,1.3641832,-0.2317558,0.4944543,3.1664407,431.125,0.06665735,0.24634805,0.00029618532,0.19872844,0.009872971,0.05230925,1.2759786,1.8037516,0.47642684,0.52268416,0.17228135,-0.7409999191662983,-0.7409999191662983,2.493834939442183,28.846939795895626,1.0
40000,1.2372645,-0.18040274,0.52144814,4.243501,398.4166666666667,0.03603171,0.27212042,0.00029479983,0.19826661,0.009826833,0.048346266,1.0988907,1.709745,0.48027226,0.5196723,0.16334487,-0.22777383885113522,-0.22777383885113522,2.183892223850957,27.82679938950709,1.0
50000,1.2188538,-0.07073235,0.51525927,5.1995325,353.23333333333335,0.023256432,0.27117324,0.00029324382,0.19774795,0.009775018,0.046582967,1.0083277,1.3622702,0.48298797,0.51988757,0.15437263,-0.362234514137661,-0.362234514137661,1.6947328315840826,22.635244259127862,1.0
60000,1.1513503,-0.04046053,0.51029104,5.84635,376.82142857142856,0.01263582,0.2485021,0.00029165667,0.1972189,0.009722167,0.04119525,0.9703132,1.3176203,0.48524997,0.51865953,0.14899191,-0.3501250519936245,-0.3501250519936245,1.8060671103497346,27.455207775036495,1.0
70000,1.0892133,-0.010930656,0.49595395,6.2210164,424.3,0.01605463,0.22763285,0.00029025442,0.19675148,0.009675471,0.0429756,0.8885283,1.2219615,0.48721775,0.51594293,0.14447859,0.2697999855875969,0.2697999855875969,1.7688916444778442,26.430866441726685,1.0
80000,1.0947984,0.03152548,0.47943228,6.398615,410.24,0.01421911,0.22308943,0.0002888467,0.19628221,0.009628593,0.04245564,0.87216026,1.2116946,0.48854265,0.5147756,0.14213197,0.9449875674175995,0.9449875674175995,1.9030185319759227,28.19593690942835,1.0
90000,1.0911994,0.09926512,0.4991827,6.53122,423.9259259259259,0.0101699345,0.24288233,0.00028726258,0.19575419,0.009575843,0.042507075,0.84499854,1.2505633,0.48815912,0.5161823,0.13923681,1.1296817272562871,1.1296817272562871,1.9001605585217476,28.289210919629443,1.0
100000,1.0255969,0.15592773,0.48594126,6.5779195,378.2,0.011877854,0.24135509,0.00028568468,0.19522823,0.0095233,0.040560305,0.8173523,1.2168881,0.4888823,0.51627207,0.13277206,0.773864163223792,0.773864163223792,1.734016788226587,26.607919600274826,1.0
110000,0.9673103,0.13705952,0.46562663,6.601566,377.95652173913044,0.012264437,0.23356731,0.00028427716,0.19475906,0.009476429,0.04228024,0.7479939,1.2367321,0.48824468,0.5157474,0.12904105,0.5652051090012089,0.5652051090012089,1.6787221067799971,25.613406462738148,1.0
120000,0.9780363,0.1884558,0.4567261,6.600165,373.2258064516129,0.013514712,0.26962358,0.0002827471,0.19424903,0.009425478,0.041419245,0.7372395,1.2575792,0.48789412,0.5150779,0.12639995,1.5941481019749686,1.5941481019749686,1.6220040871175352,24.902932747646613,1.0
130000,0.9174731,0.18348156,0.46718368,6.6475434,309.7586206896552,0.02191841,0.28781274,0.0002812104,0.1937368,0.009374307,0.039869376,0.7208823,1.3031238,0.48766488,0.51467043,0.12180954,0.052900120499543846,0.052900120499543846,1.3779109987119833,21.916526662309966,1.0
140000,0.9151985,0.1299267,0.4741278,6.6223607,309.17857142857144,0.017782573,0.26040065,0.00027985184,0.19328395,0.009329065,0.042765353,0.71053594,1.2871574,0.48515314,0.5172287,0.11865881,-0.10849998949561268,-0.10849998949561268,1.474972224328667,21.391956761479378,1.0
150000,0.90289295,0.08083463,0.49168238,6.651926,360.1470588235294,0.01980487,0.27065367,0.0002783257,0.19277522,0.009278244,0.041974485,0.6670798,1.3486311,0.48409754,0.5198047,0.114886165,0.21630946035397106,0.21630946035397106,1.575065637473017,24.241951600249326,1.0
160000,0.91998476,0.25750402,0.48434183,6.6339903,380.72727272727275,0.015091395,0.22935897,0.00027678313,0.19226106,0.009226878,0.041682616,0.71546763,1.3451947,0.4809702,0.5220176,0.110212274,0.6529629349156663,0.6529629349156663,1.6784623773009688,24.91174051496718,1.0
170000,0.88261014,0.4022668,0.48702675,6.557902,361.24242424242425,0.011067288,0.26831898,0.0002752001,0.19173336,0.009174163,0.042473804,0.66511935,1.3144941,0.47862715,0.5247605,0.10659145,1.4999866373091937,1.4999866373091937,1.665943184196949,25.081756525039673,1.0
180000,0.8777752,0.45199984,0.49498653,6.502551,323.81481481481484,0.015266777,0.24598125,0.0002736797,0.19122657,0.009123533,0.044515956,0.65054095,1.3275077,0.47694337,0.52798516,0.10347524,1.3392186606652103,1.3392186606652103,1.514540379284881,21.0339251505211,1.0
190000,0.8749601,0.46431157,0.5068842,6.4015203,380.4,0.014734948,0.27955058,0.00027229398,0.19076465,0.009077388,0.04084975,0.67235506,1.3324785,0.47185984,0.53207034,0.10013086,0.7957180567318574,0.7957180567318574,1.6906100280869465,25.120081877479187,1.0
200000,0.84915173,0.37239093,0.4886692,6.2796206,416.0,0.010267868,0.22740164,0.00027088218,0.19029406,0.009030376,0.04000607,0.6413339,1.3180484,0.46420848,0.53875554,0.09555166,1.0936805463085573,1.0936805463085573,1.7148687622199457,25.74645435810089,1.0
210000,0.89836234,0.25073147,0.4664755,6.1449194,446.88461538461536,0.011563271,0.23117831,0.00026925383,0.18975128,0.008976152,0.04035483,0.66901475,1.3177705,0.45569092,0.54778504,0.091079675,0.8160277140365603,0.8160277140365603,2.008345537042866,29.252653867006302,1.0
220000,0.8088516,0.30756676,0.4636848,6.2021427,392.0,0.013407597,0.23427139,0.0002676404,0.18921345,0.008922423,0.040861327,0.6242354,1.3266163,0.45904148,0.54466844,0.08691746,0.8696799690276384,0.8696799690276384,1.6593782830238342,24.08917757034302,1.0
230000,0.83078814,0.407367,0.46902296,6.1915536,458.05263157894734,0.008872185,0.2585719,0.0002662656,0.18875521,0.008876643,0.043095496,0.6033864,1.311907,0.45820028,0.5432305,0.08489896,1.4132423881197942,1.4132423881197942,2.07026341769167,28.27323992685838,1.0
240000,0.8160031,0.39819095,0.50052387,6.1540236,334.4117647058824,0.020738337,0.27411944,0.00026470993,0.18823664,0.00882484,0.045815006,0.62838155,1.3181509,0.4614543,0.54127365,0.081434295,0.9087011280694398,0.9087011280694398,1.579823672450308,20.346868215449923,1.0
250000,0.7609602,0.4448049,0.5339616,6.0613585,380.5769230769231,0.014324008,0.24391416,0.0002631704,0.18772346,0.008773575,0.044426765,0.60146886,1.3168843,0.46219522,0.54257196,0.07738057,1.2734938299076424,1.2734938299076424,1.816347483338581,23.992726930865533,1.0
260000,0.70658094,0.43566415,0.53837866,6.103791,342.8,0.017632375,0.2550805,0.0002617816,0.18726052,0.008727327,0.044499077,0.54456615,1.3076892,0.4584006,0.5457037,0.07670839,1.2332413714892905,1.2332413714892905,1.6378178693482588,22.358030987196955,1.0
270000,0.7259465,0.4101741,0.52269244,6.0667872,372.21875,0.013549527,0.24659602,0.0002602415,0.18674716,0.00867604,0.0457982,0.54441303,1.3223312,0.45632976,0.5468601,0.07372597,1.004119911789894,1.004119911789894,1.9622948628664016,24.760602328777313,1.0
280000,0.6609616,0.58674794,0.5494978,6.1755114,281.64516129032256,0.017812086,0.2691329,0.0002587396,0.18624651,0.008626027,0.044948116,0.5158836,1.3372748,0.46624193,0.53653467,0.069922894,1.8138285277943527,1.8138285277943527,1.4993534373385566,19.71464024611882,1.0
290000,0.6981373,0.51116776,0.5361568,6.1222506,324.3939393939394,0.016404307,0.28625578,0.0002572595,0.18575314,0.00857674,0.047267575,0.53072184,1.3141617,0.4637499,0.5407122,0.06659944,1.3459166861430276,1.3459166861430276,1.4048364607151598,17.97649752255529,1.0
300000,0.75807506,0.4189569,0.5142356,5.941733,446.95238095238096,0.008761449,0.23319095,0.0002556817,0.18522722,0.0085242,0.045938805,0.541258,1.2821302,0.44812626,0.55607176,0.0629625,0.8266363610428843,0.8266363610428843,2.284071385183118,27.81427759473974,1.0
310000,0.73303646,0.3936731,0.5173331,5.909664,394.88,0.009186012,0.26475328,0.0002542391,0.18474635,0.00847616,0.045718692,0.5810356,1.2798135,0.45164877,0.55279034,0.05983647,1.4167999938875437,1.4167999938875437,2.132282302975655,26.401587414741517,1.0
320000,0.71199334,0.38188565,0.51027566,5.904056,423.40909090909093,0.008099792,0.24793097,0.00025281555,0.18427184,0.008428756,0.044975378,0.54971087,1.2875068,0.45658982,0.5470624,0.058614064,1.3483066622470505,1.3483066622470505,1.8274711172282696,23.917160358428955,1.0
330000,0.6569439,0.38845268,0.5054643,5.928549,413.6923076923077,0.013040009,0.2535131,0.00025125875,0.18375291,0.008376913,0.04249647,0.5170202,1.2893864,0.45625764,0.54794145,0.05586958,1.3728055621807773,1.3728055621807773,1.891486768106309,25.606697662733495,1.0
340000,0.6062183,0.37546775,0.49244562,5.9462237,407.1111111111111,0.010926932,0.2590349,0.00024967504,0.18322502,0.008324178,0.038480185,0.44644278,1.3218035,0.45348325,0.54872024,0.054793093,0.8120634699949906,0.8120634699949906,1.8308797731463398,27.498279483545396,1.0
350000,0.5187753,0.35563087,0.47961986,5.96964,375.1363636363636,0.011936724,0.29850307,0.00024827616,0.18275872,0.008277594,0.037264213,0.43221575,1.2962031,0.4542578,0.54587364,0.053111747,0.9386888390096525,0.9386888390096525,1.4723388243466615,22.92925082196792,1.0
360000,0.6288831,0.25808132,0.47818887,5.9053874,440.77272727272725,0.00929441,0.24844855,0.000246865,0.18228832,0.008230603,0.041931316,0.4523165,1.2841542,0.45476684,0.5459615,0.052587938,0.9793635730377652,0.9793635730377652,1.9782725645398551,26.59506997195157,1.0
370000,0.5877563,0.33122954,0.48423344,5.9665155,352.0625,0.013783219,0.26146576,0.00024528644,0.18176213,0.008178038,0.04468364,0.50420254,1.2895302,0.45347634,0.54796034,0.048070647,1.3825632038301434,1.3825632038301434,1.7134779206123845,22.08844779508895,1.0
380000,0.54992,0.35895032,0.47561803,6.0297284,305.3103448275862,0.01649024,0.26725852,0.0002437832,0.18126106,0.008127979,0.043280255,0.42600286,1.2907771,0.45868254,0.54318565,0.044206306,1.1259677416134266,1.1259677416134266,1.5167438731558862,20.709622430705256,1.0
390000,0.5817394,0.3447096,0.48654354,5.982796,348.5151515151515,0.015323773,0.2562971,0.00024224026,0.18074675,0.008076599,0.044834718,0.47054473,1.295138,0.45348018,0.5485486,0.040600497,1.1510594848077744,1.1510594848077744,1.6922655086964369,22.200638058994496,1.0
400000,0.56675094,0.4324744,0.517545,6.006453,370.16,0.01566936,0.26356822,0.00024071886,0.18023962,0.008025937,0.046232272,0.4737972,1.3191093,0.45588827,0.5466893,0.03870196,1.1552298100472524,1.1552298100472524,1.6872833358316586,20.650872766971588,1.0
410000,0.5874379,0.40169498,0.5077297,5.9482365,415.69565217391306,0.010020878,0.23390165,0.00023929653,0.17976552,0.007978573,0.04581452,0.48927832,1.2800652,0.45361176,0.5514944,0.036141045,1.0178888276762639,1.0178888276762639,2.0349476877599955,26.160979280869167,1.0
420000,0.53068024,0.4277415,0.5113559,6.0223637,337.5,0.015119523,0.2769422,0.00023773879,0.17924626,0.007926701,0.04484545,0.46000272,1.2842585,0.45454782,0.549724,0.03425041,1.307857109433306,1.307857109433306,1.7054151994442301,21.38185109410967,1.0
430000,0.522107,0.47395995,0.5047492,6.1335363,326.35714285714283,0.012736217,0.26643127,0.00023623466,0.17874487,0.007876613,0.041081447,0.40613213,1.2934628,0.45550865,0.5492502,0.033690818,1.4363655392681398,1.4363655392681398,1.5169329602992343,21.68470966527539,1.0
440000,0.5267783,0.45847565,0.51392657,6.092409,352.1290322580645,0.013507885,0.27375427,0.00023474268,0.17824754,0.007826929,0.04509083,0.47277743,1.2922308,0.46061888,0.54388595,0.03134553,1.3294999744122227,1.3294999744122227,1.7195081661144893,22.023617726564407,1.0
450000,0.5073105,0.4793396,0.5133557,6.021075,378.5,0.009009421,0.2778664,0.0002332207,0.17774023,0.0077762473,0.041179456,0.413276,1.2776227,0.45232007,0.5497578,0.030394984,1.3327564031172257,1.3327564031172257,1.573332704603672,21.961708376040825,1.0
460000,0.50541514,0.5103263,0.50485003,6.027766,362.72,0.01869389,0.26920378,0.00023182816,0.17727603,0.007729877,0.0440132,0.4663196,1.281361,0.4527947,0.54989594,0.028354373,0.6460000139016372,0.6460000139016372,1.7316359088111382,23.25669847084926,1.0
470000,0.49317312,0.55665445,0.52242434,6.031171,368.5806451612903,0.010746112,0.26913688,0.00023024502,0.17674832,0.007677159,0.04247158,0.4268797,1.283199,0.45325762,0.549662,0.028429214,1.8120356436286653,1.8120356436286653,1.7371263269867216,23.569175226347788,1.0
480000,0.51321846,0.5272971,0.5264496,6.0155106,345.9230769230769,0.01161856,0.24791284,0.00022870093,0.17623362,0.007625739,0.044581898,0.44099894,1.2798038,0.45264933,0.54903275,0.025144419,1.5104404451059443,1.5104404451059443,1.7335828893951006,23.175858842475073,1.0
490000,0.42403862,0.5943247,0.5223766,6.0985365,347.57142857142856,0.012326099,0.29664832,0.00022732787,0.17577593,0.0075800167,0.039007626,0.36129487,1.2823026,0.45213574,0.5484325,0.025044458,1.834928518693362,1.834928518693362,1.4604541036699499,20.967586993106774,1.0
500000,0.5146523,0.63143766,0.5287099,6.0366974,353.5,0.011494229,0.25751022,0.00022576135,0.17525378,0.0075278515,0.04427745,0.45649776,1.300711,0.45353645,0.5483164,0.02277203,1.3526881448549009,1.3526881448549009,1.6276405107290033,22.0861822020623,1.0
510000,0.48241445,0.51929224,0.51937354,5.965047,340.3076923076923,0.010460803,0.25888094,0.00022419452,0.1747315,0.007475676,0.042159297,0.43896097,1.2704809,0.45098343,0.55046344,0.022186788,1.183604982819546,1.183604982819546,1.7051059398110266,23.87245353118137,1.0
520000,0.42734993,0.5215062,0.5144547,6.0968595,310.875,0.015554821,0.27453956,0.00022283211,0.17427737,0.007430307,0.043833822,0.41866097,1.2891842,0.45652053,0.54656935,0.019930763,1.2507878913911004,1.2507878913911004,1.4664395815043738,19.363297671531186,1.0
530000,0.4184917,0.52241933,0.52174497,6.098212,317.0967741935484,0.023656672,0.26067913,0.00022131864,0.17377287,0.007379909,0.041897427,0.3674715,1.3062388,0.45768934,0.54483,0.023714611,0.501559134467595,0.501559134467595,1.3440437948391322,18.61593281910304,1.0
540000,0.38436088,0.43889022,0.50595844,5.9088087,447.04347826086956,0.008512416,0.26882315,0.00021974085,0.17324695,0.0073273685,0.036328018,0.37508896,1.2670906,0.44548792,0.55525947,0.022749705,-0.015347788029390833,-0.015347788029390833,1.841088812555308,28.917494711668596,1.0
550000,0.38867423,0.47391307,0.49563938,6.0787745,276.28205128205127,0.019979047,0.28584993,0.00021820652,0.1727355,0.0072762757,0.043219544,0.36009806,1.2921858,0.4542374,0.54752034,0.02233695,0.9919141958600708,0.9919141958600708,1.3392314906631198,18.03669897062438,1.0
560000,0.43829173,0.30452365,0.5454659,6.004179,266.51612903225805,0.019735195,0.26008558,0.0002167664,0.17225544,0.0072283195,0.0473979,0.41552114,1.2790054,0.45424366,0.54802835,0.018751118,0.724342364924834,0.724342364924834,1.405833107192774,16.7850845617217,1.0
570000,0.42419827,0.5572606,0.54037774,6.048517,351.35483870967744,0.015567181,0.24269697,0.00021527955,0.17175984,0.007178808,0.045237113,0.38098544,1.2761433,0.4536902,0.5495113,0.01587878,1.6636091398781743,1.6636091398781743,1.5596682235341648,21.03236114567724,1.0
580000,0.42707086,0.603252,0.5338092,6.02494,291.4848484848485,0.013617889,0.26445583,0.0002137347,0.17124489,0.007127364,0.045676995,0.41329962,1.2760085,0.4515478,0.551225,0.015373559,2.0286969410424884,2.0286969410424884,1.534195797461452,18.564462116270356,1.0
590000,0.36542943,0.56174964,0.50156504,6.0274906,385.3636363636364,0.011811331,0.28433698,0.00021236498,0.17078832,0.0070817526,0.036344625,0.34073347,1.2774459,0.45155302,0.5499465,0.015232971,1.4951110552453126,1.4951110552453126,1.513697514931361,23.727176407972973,1.0
600000,0.40587485,0.553881,0.5122405,5.954516,405.80645161290323,0.010998595,0.28117785,0.0002107763,0.17025876,0.0070288493,0.042565577,0.36249346,1.2719122,0.44855314,0.55264795,0.018589307,1.2259230543501103,1.2259230543501103,1.9646420874274695,26.728955443088825,1.0
610000,0.45462435,0.53481597,0.5288068,5.9554443,413.8695652173913,0.012511812,0.2581907,0.00020919341,0.16973114,0.006976139,0.043049604,0.4008385,1.275107,0.4503687,0.55149007,0.014724025,1.288307774811983,1.288307774811983,1.8008335549384356,23.616590266044323,1.0
620000,0.40512922,0.5009298,0.504715,5.9568505,357.7037037037037,0.011776594,0.27332494,0.00020777613,0.16925867,0.0069289436,0.039585434,0.4098246,1.2722356,0.4496447,0.5527591,0.0142113315,1.1307563695053642,1.1307563695053642,1.5999509342587912,23.102655323079,1.0
630000,0.38456905,0.6056532,0.5455976,5.9775825,345.5483870967742,0.011812861,0.2678605,0.00020622059,0.16874018,0.0068771443,0.045212798,0.35795736,1.2746032,0.45153135,0.5517882,0.012596047,1.9900833702247058,1.9900833702247058,1.723116629623941,21.753213916506088,1.0
640000,0.31363493,0.6650899,0.5519964,5.9082994,362.5833333333333,0.014642831,0.2716772,0.00020472953,0.16824317,0.0068274923,0.03994362,0.32473442,1.296233,0.45417723,0.5495033,0.01242515,1.682494198485952,1.682494198485952,1.5766901074234267,21.738616234269635,1.0
650000,0.35181803,0.56709087,0.53898275,5.98736,353.75757575757575,0.014331637,0.27536225,0.00020319817,0.16773272,0.0067764977,0.041042063,0.3602113,1.2704866,0.4532495,0.5493283,0.012255272,1.1959643289613138,1.1959643289613138,1.5853181657647448,22.005705114986217,1.0
660000,0.34945416,0.5133845,0.5347544,5.9896207,324.2307692307692,0.014460884,0.2727235,0.0002016635,0.16722116,0.0067253932,0.037969865,0.34791607,1.2755148,0.45110476,0.5510793,0.0107225375,1.3979354380599913,1.3979354380599913,1.444562097410521,21.598744083796777,1.0
670000,0.3217566,0.5130548,0.54361576,5.949268,412.125,0.016870145,0.28117958,0.00020032428,0.16677472,0.006680796,0.03950403,0.3100654,1.2767365,0.4488361,0.5522213,0.010218013,0.8241014912238588,0.8241014912238588,1.6474186948136142,25.087689566871394,1.0
680000,0.30484313,0.5161745,0.52277446,5.9062843,406.39285714285717,0.008325488,0.29074395,0.00019875173,0.16625056,0.0066284314,0.03766273,0.29142135,1.2571595,0.44524068,0.5559441,0.009991395,1.6868194672376073,1.6868194672376073,1.70052931838048,24.724874952808022,1.0
690000,0.32920066,0.5745374,0.54905033,5.892681,327.5769230769231,0.011195248,0.26636288,0.00019716259,0.16572085,0.006575513,0.04434402,0.33238214,1.2740561,0.4506931,0.5512688,0.010164666,1.92289282893762,1.92289282893762,1.7707878858449735,23.009765721857548,1.0
700000,0.38433582,0.6855889,0.58042437,5.9422765,352.6875,0.014160885,0.27652112,0.00019568978,0.16522992,0.006526468,0.042838912,0.3521545,1.286066,0.4561161,0.5472213,0.009492586,1.7731555289278427,1.7731555289278427,1.4894439450465142,21.12615684866905,1.0
710000,0.36820838,0.6420934,0.5689135,5.9601517,320.86206896551727,0.016470725,0.25733835,0.00019416497,0.16472165,0.0064756917,0.04111091,0.3842546,1.2726035,0.45048103,0.5519711,0.008529423,1.5936666230761236,1.5936666230761236,1.4783560000660438,19.880995015463522,1.0
720000,0.3246851,0.61691034,0.5516849,5.93969,383.76,0.010744885,0.2763033,0.00019276042,0.16425347,0.006428921,0.03845504,0.32040656,1.2720133,0.44988385,0.5535517,0.008948098,1.5848518466507946,1.5848518466507946,1.5601262695121545,23.22911823237384,1.0
730000,0.32093513,0.5360741,0.5240748,5.907333,393.86206896551727,0.0126580475,0.28303856,0.00019120944,0.16373646,0.0063772732,0.03808195,0.33857518,1.2695745,0.44711772,0.5553762,0.011004422,1.1609306236981258,1.1609306236981258,1.7845439458809171,25.30542012428244,1.0
740000,0.31104228,0.54984903,0.50500184,5.951349,365.5416666666667,0.016831823,0.27101564,0.00018965386,0.16321792,0.0063254707,0.03479984,0.2773791,1.27171,0.45050925,0.55213666,0.009692712,0.8571071193686554,0.8571071193686554,1.3262300731481187,23.084773089204514,1.0
750000,0.30039936,0.41311997,0.5041946,6.0620694,261.0,0.028385868,0.2754789,0.00018815052,0.16271682,0.0062754108,0.04009284,0.3250343,1.2791442,0.45828408,0.5441483,0.009753746,0.21233334181536184,0.21233334181536184,1.1213972624391317,15.832240292900487,1.0
760000,0.28873846,0.38917348,0.5137732,6.01875,330.44827586206895,0.015594389,0.26817852,0.00018664855,0.16221616,0.006225396,0.037786357,0.28298223,1.2697897,0.44968796,0.5523665,0.0068513704,0.9525554988067597,0.9525554988067597,1.4168484744615852,21.44025201499462,1.0
770000,0.28642243,0.61265326,0.53786534,6.0141053,315.6551724137931,0.012683605,0.26387462,0.00018528648,0.16176212,0.006180038,0.04086142,0.29870674,1.2678952,0.44886503,0.5552878,0.007468445,1.9826146045234054,1.9826146045234054,1.4907699779141694,20.943505384027958,1.0
780000,0.28589237,0.68765503,0.5592779,6.1007566,274.6923076923077,0.016820077,0.26148686,0.00018379022,0.16126339,0.0061302125,0.04202358,0.2847256,1.2741765,0.45471516,0.54999006,0.0065645697,1.9351531495466023,1.9351531495466023,1.2204581379789758,16.799057210619385,1.0
790000,0.25276124,0.8449613,0.5864216,6.082138,323.70588235294116,0.01158678,0.27363205,0.00018218669,0.16072887,0.006076815,0.03932217,0.27542105,1.2729774,0.4508688,0.551456,0.006036064,1.9020000083700699,1.9020000083700699,1.3436745913863621,19.36132149223019,1.0
800000,0.3076398,0.84652066,0.58140486,6.057054,321.4074074074074,0.008182376,0.2946446,0.00018064596,0.1602153,0.006025508,0.042963676,0.29035163,1.2697645,0.45156142,0.55071944,0.005750807,2.183857108133712,2.183857108133712,1.5692222567408212,20.726402838315284,1.0
810000,0.31815314,0.8047371,0.5965855,6.0608153,339.7083333333333,0.010442349,0.2710461,0.00017932645,0.15977545,0.0059815687,0.04522937,0.3536161,1.2598224,0.44704887,0.5539894,0.006329608,1.8307380948348768,1.8307380948348768,1.645267704501748,20.64888914142336,1.0
820000,0.30243266,0.64181376,0.57410866,5.9867525,326.0263157894737,0.013170192,0.28215313,0.00017776617,0.15925537,0.0059296116,0.040514685,0.30091196,1.2672107,0.44709626,0.55422056,0.005573743,1.6554545272480359,1.6554545272480359,1.5184402724050663,20.927870389186975,1.0
830000,0.28605035,0.6152676,0.5826527,6.0497074,331.03846153846155,0.014302732,0.29538047,0.00017627468,0.15875821,0.005879945,0.044269934,0.32908788,1.2737381,0.4529099,0.5497857,0.0059196157,1.8333333087121617,1.8333333087121617,1.4992772287464347,20.20250702931963,1.0
840000,0.29583293,0.71030575,0.5845174,6.126517,295.72972972972974,0.012250126,0.2764294,0.00017480017,0.1582667,0.005830844,0.042411007,0.32718724,1.2746131,0.4558339,0.5472429,0.005518428,1.8032842823030317,1.8032842823030317,1.3830952230183517,18.271211776663275,1.0
850000,0.33937848,0.6674726,0.5606554,6.0178127,369.2,0.012617813,0.24975634,0.00017328325,0.15776105,0.00578033,0.038918562,0.30197904,1.2702377,0.4502243,0.5519674,0.005087412,1.4779309498081947,1.4779309498081947,1.5652164489930045,23.01075168724718,1.0
860000,0.30486637,0.5820725,0.56367755,6.0176406,341.72727272727275,0.015046013,0.30202752,0.00017177299,0.15725765,0.0057300394,0.03961422,0.3346075,1.2677239,0.4481551,0.5541436,0.0051355497,1.2377038100665365,1.2377038100665365,1.5080520561723798,20.778442514715373,1.0
870000,0.24251293,0.57730633,0.5673439,6.0248737,309.17857142857144,0.014696431,0.29075813,0.00017024747,0.15674916,0.005679239,0.034784958,0.2637729,1.2717907,0.4503878,0.5516734,0.004963292,1.6135520191164687,1.6135520191164687,1.2393313266220503,19.898724254220724,1.0
880000,0.26589283,0.5826111,0.5481271,6.051203,359.3636363636364,0.015598079,0.26959476,0.00016873205,0.15624398,0.005628775,0.03690116,0.30319804,1.2790519,0.44805068,0.5531896,0.0072487444,0.8587737492052838,0.8587737492052838,1.351543465496174,22.247806591647013,1.0
890000,0.2924874,0.560523,0.571283,6.112014,349.7307692307692,0.012711357,0.2563168,0.00016721642,0.15573877,0.0055783056,0.043088306,0.29374322,1.26272,0.4508071,0.5518358,0.0047055087,1.6391443952918052,1.6391443952918052,1.6632823708156745,21.203263742725053,1.0
900000,0.2651809,0.55645335,0.5883247,6.1640673,291.77777777777777,0.013563934,0.2965445,0.00016569796,0.15523264,0.00552774,0.042749576,0.2797332,1.2742956,0.4556211,0.54792523,0.0040354026,1.1761009058999745,1.1761009058999745,1.3827024287911076,19.804110592964925,1.0
910000,0.28526834,0.57775664,0.59625345,6.141719,308.962962962963,0.016683148,0.266267,0.00016423804,0.15474598,0.0054791244,0.047084462,0.30617663,1.2710576,0.4562974,0.5467002,0.0037625753,1.9498332067159936,1.9498332067159936,1.6534119144198485,19.654098639264703,1.0
920000,0.26773074,0.5278189,0.6138952,6.1195936,278.8857142857143,0.017422691,0.25716043,0.0001627983,0.15426607,0.005431181,0.041592456,0.29446858,1.2669939,0.4503456,0.55123466,0.0033119726,1.4175185147776372,1.4175185147776372,1.2559841498215165,17.540480627781815,1.0
930000,0.2956845,0.44219846,0.61223567,6.075041,313.80555555555554,0.017789995,0.2588836,0.00016122966,0.1537432,0.0053789457,0.043101113,0.28773397,1.2721386,0.45178303,0.5504889,0.004679741,1.1329696512583531,1.1329696512583531,1.3930715333501047,18.7593527540113,1.0
