Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Losses/Pretraining Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/GAIL Reward,Is Training
630000,1.234548,-0.08170622,6.409621,6.2562428,0.10811666,0.00029062282,0.19687428,0.00968774,0.124176554,0.043852374,0.96492904,0.0,810.0833333333334,-0.8059832826256752,-0.8059832826256752,91.06000388662021,1.0
640000,1.2687597,-0.06559906,6.6631517,2.794683,0.10574967,0.00029047663,0.19682556,0.009682871,0.11190348,0.04155774,0.9701075,0.0,739.6428571428571,-0.3165427865460515,-0.3165427865460515,70.88966618691173,1.0
650000,1.2633163,-0.07175092,6.2349634,5.0665364,0.10384426,0.00029032296,0.19677433,0.009677754,0.1093104,0.041618716,0.972002,0.0,832.4166666666666,-0.9994332858671745,-0.9994332858671745,50.26334268848101,1.0
660000,1.2341677,-0.042251356,6.9614234,3.5330205,0.112690605,0.0002901673,0.19672245,0.009672571,0.09555033,0.039320823,0.97796917,0.0,744.9230769230769,-0.4307499881833792,-0.4307499881833792,95.08975737293561,1.0
670000,1.2000833,-0.04951345,6.5213275,2.0708342,0.103312716,0.00029001912,0.19667305,0.009667637,0.09190549,0.034910817,0.97707,0.0,791.6923076923077,-0.293646117242483,-0.293646117242483,51.84293889082395,1.0
680000,1.2103195,-0.097577944,5.332757,2.7216747,0.107815884,0.00028987162,0.19662386,0.009662723,0.08313648,0.031890213,0.9789007,0.0,832.3636363636364,-0.9994332852462927,-0.9994332852462927,46.6636454363664,1.0
690000,1.2823048,-0.040675312,5.483213,2.1149535,0.10470833,0.0002897259,0.1965753,0.009657871,0.08487312,0.03171827,0.977317,0.0,832.3333333333334,-0.9994332852462927,-0.9994332852462927,50.859334925810494,1.0
700000,1.2392169,0.05023256,5.037691,1.0780737,0.10998245,0.00028957956,0.19652653,0.009652998,0.08448346,0.033534393,0.9792596,0.0,775.6923076923077,-0.46986150856201464,-0.46986150856201464,43.6060128395374,1.0
710000,1.2236953,-0.015625218,4.749289,0.7190696,0.104047395,0.0002894247,0.1964749,0.009647842,0.07354874,0.02989485,0.98246515,0.0,791.5,-0.6389076709747314,-0.6389076709747314,38.883139967918396,1.0
720000,1.2145847,0.044424064,5.364532,2.2864308,0.105003,0.00028926914,0.19642305,0.009642661,0.092651956,0.033686087,0.97501236,0.0,804.5833333333334,-0.6326833044489225,-0.6326833044489225,50.70419799288114,1.0
730000,1.2297239,-0.03262215,5.09948,4.615507,0.10336875,0.0002891192,0.19637305,0.009637668,0.09942873,0.036980946,0.975134,0.0,720.1428571428571,-0.2069199542204539,-0.2069199542204539,66.34968799948692,1.0
740000,1.2350024,-0.022744333,5.39111,1.4870442,0.10172069,0.00028897153,0.19632384,0.00963275,0.09191735,0.034951042,0.9769238,0.0,773.4615384615385,-0.422649984442008,-0.422649984442008,46.83897236982981,1.0
750000,1.2380607,0.0104468735,5.1393147,1.2589889,0.10652465,0.00028882493,0.19627497,0.009627869,0.08930649,0.034409244,0.9790839,0.0,661.4,0.1931624967692187,0.1931624967692187,39.80483694776194,1.0
760000,1.2530547,0.017629122,4.6918197,1.3918506,0.10259017,0.00028867737,0.19622578,0.009622955,0.077102065,0.031440422,0.9823317,0.0,598.875,0.1558374831220135,0.1558374831220135,35.772151560522616,1.0
770000,1.205805,-0.024009988,4.4331083,0.9186941,0.10387245,0.0002885277,0.19617589,0.009617971,0.069352336,0.027654177,0.9836837,0.0,792.0769230769231,-0.8041166178882122,-0.8041166178882122,37.86971087753773,1.0
780000,1.2176563,-0.04668172,4.434654,2.6136007,0.10243187,0.00028837967,0.19612655,0.009613041,0.08745236,0.03544134,0.98017186,0.0,832.3333333333334,-0.808899941543738,-0.808899941543738,53.967156837383904,1.0
790000,1.2099707,-0.07041277,4.1975636,0.717871,0.11183712,0.00028823252,0.19607751,0.009608141,0.0733595,0.028832946,0.98197675,0.0,786.5384615384615,-0.6626285250697818,-0.6626285250697818,33.44429560644286,1.0
800000,1.1584355,-0.016041733,4.5451427,1.9837652,0.104653135,0.0002880761,0.19602537,0.009602932,0.08323377,0.031911723,0.9805589,0.0,712.5384615384615,0.22163081731503972,0.22163081731503972,51.54512244462967,1.0
810000,1.1892085,0.066255756,4.92139,1.0857759,0.10615628,0.000287922,0.19597402,0.009597803,0.08195115,0.032475304,0.9812949,0.0,572.9473684210526,0.36472632696754054,0.36472632696754054,35.18068656168486,1.0
820000,1.2043564,0.2127155,4.808795,1.8657309,0.10706586,0.0002877753,0.19592507,0.009592917,0.08261624,0.030678226,0.98087096,0.0,629.1428571428571,0.3874857196850436,0.3874857196850436,35.089116658483235,1.0
830000,1.1581795,0.16045171,4.9754863,1.8443385,0.104762785,0.00028762798,0.19587599,0.0095880125,0.07428111,0.029570043,0.98414844,0.0,506.36842105263156,0.7606105501886065,0.7606105501886065,30.5476791266548,1.0
840000,1.1419331,0.12425336,4.535853,2.9378684,0.10681626,0.00028747838,0.19582611,0.00958303,0.07353115,0.028891861,0.98208904,0.0,607.5882352941177,0.2114823613973225,0.2114823613973225,31.741861581802368,1.0
850000,1.1563473,0.09731193,4.6295185,0.6522548,0.10648004,0.00028733074,0.19577691,0.0095781125,0.07019001,0.029073443,0.98434013,0.0,623.4705882352941,0.36432499904185534,0.36432499904185534,30.472947428002954,1.0
860000,1.1768658,0.1199041,4.7216196,2.7240412,0.097471714,0.00028718176,0.19572724,0.009573151,0.0934988,0.033154465,0.9770584,0.0,646.2857142857143,0.30573335190614065,0.30573335190614065,44.384941613674165,1.0
870000,1.1530353,0.10777106,4.4195104,2.237557,0.108091734,0.0002870267,0.19567555,0.009567988,0.06961435,0.027996484,0.9839951,0.0,676.4375,-0.06208747060736641,-0.06208747060736641,36.35354420449585,1.0
880000,1.1156423,0.04441238,4.3096647,0.4654693,0.102253504,0.0002868737,0.19562456,0.009562893,0.06601396,0.027812677,0.98504585,0.0,695.6,-0.0351732611656189,-0.0351732611656189,34.57560841242472,1.0
890000,1.1972573,-0.03831118,3.806696,0.60180235,0.10171754,0.00028672675,0.19557558,0.009558001,0.061458297,0.023916863,0.9855888,0.0,820.8333333333334,-0.6521999419977268,-0.6521999419977268,34.199520990252495,1.0
900000,1.216722,-0.048244193,3.362225,0.5063644,0.104628466,0.0002865803,0.19552676,0.009553123,0.06760554,0.026418155,0.9838979,0.0,688.6428571428571,-0.11271427684862699,-0.11271427684862699,33.232131608329446,1.0
910000,1.1897086,-0.021529108,3.385245,1.4910429,0.10677562,0.00028642503,0.195475,0.009547953,0.0673437,0.026023095,0.9849844,0.0,661.8,0.005466714004675547,0.005466714004675547,28.104798229535422,1.0
920000,1.1658926,0.14768013,3.8744175,1.2690835,0.106037535,0.00028627043,0.19542347,0.009542804,0.058762796,0.02603222,0.9882499,0.0,526.8,0.5676100431010127,0.5676100431010127,24.72594848424196,1.0
930000,1.1808255,0.19187091,3.8462942,1.2110296,0.10427138,0.00028612124,0.19537373,0.009537836,0.06397245,0.025881015,0.98605126,0.0,528.9,0.963421085579811,0.963421085579811,28.644165929995086,1.0
940000,1.1523733,0.25652918,3.4724054,0.74723315,0.10441182,0.00028597226,0.19532408,0.009532874,0.06631783,0.025204772,0.9846607,0.0,532.7647058823529,0.7849444840103388,0.7849444840103388,20.33871192360918,1.0
950000,1.1215115,0.3795623,3.4964232,0.65127987,0.110357605,0.0002858231,0.19527435,0.009527909,0.061427638,0.025923591,0.9870976,0.0,369.48148148148147,1.11208149112968,1.11208149112968,16.53602543252486,1.0
960000,1.1191765,0.40979284,3.6787934,1.4352913,0.109096,0.00028567587,0.19522528,0.009523004,0.07986925,0.030515347,0.9808208,0.0,354.7857142857143,1.1455857192465504,1.1455857192465504,21.073636014945805,1.0
970000,1.1201805,0.46077842,3.7472904,1.1526759,0.104251504,0.00028552924,0.19517642,0.009518124,0.066385135,0.025454724,0.98517966,0.0,447.04347826086956,1.0286869722438734,1.0286869722438734,20.728955976017144,1.0
980000,1.096363,0.23457631,3.5174391,0.53827965,0.104434565,0.00028537482,0.19512495,0.0095129805,0.064269334,0.025277112,0.9857241,0.0,574.2777777777778,0.5330556071259909,0.5330556071259909,22.903240739885305,1.0
990000,1.055073,0.17176406,3.562911,0.57946014,0.10040343,0.00028521975,0.19507323,0.009507816,0.06167715,0.023975253,0.9860502,0.0,527.7894736842105,0.6295684550055548,0.6295684550055548,20.6418559080676,1.0
1000000,1.0312784,0.2898426,3.710203,0.3001647,0.10363396,0.00028507147,0.19502383,0.009502879,0.0634949,0.025652071,0.98478484,0.0,514.3684210526316,0.8562316134032842,0.8562316134032842,17.58940621426231,1.0
1010000,1.0487148,0.236145,3.258836,0.4936136,0.11321463,0.0002849231,0.19497436,0.009497939,0.06046833,0.02475892,0.9870262,0.0,448.95454545454544,0.9760857429577127,0.9760857429577127,17.07414213071267,1.0
1020000,1.1064808,0.3712575,3.3165572,1.3537294,0.10860354,0.00028477676,0.19492559,0.009493066,0.0670636,0.025674723,0.9847103,0.0,437.5,1.1973619521373795,1.1973619521373795,21.41303884699231,1.0
1030000,1.118698,0.38563138,3.1572134,4.6805506,0.09888639,0.00028462344,0.19487448,0.009487959,0.061555516,0.02452177,0.98764896,0.0,469.875,1.0766608876621593,1.0766608876621593,23.720230377886605,1.0
1040000,1.1408147,0.13815726,3.0809026,0.3398074,0.10869167,0.0002844677,0.19482258,0.009482775,0.052474484,0.020843148,0.9886134,0.0,697.9230769230769,0.05802859578813825,0.05802859578813825,27.820965051651,1.0
1050000,1.1489649,0.1608684,3.1559043,0.70505095,0.108523495,0.00028432053,0.19477351,0.009477873,0.059873387,0.022661187,0.9866931,0.0,590.0,0.5857647276099991,0.5857647276099991,25.126899794620627,1.0
1060000,1.1735771,0.16763555,3.034702,0.444342,0.11042016,0.00028417364,0.19472454,0.009472981,0.058818646,0.021976534,0.98639077,0.0,549.0,0.5632222526603274,0.5632222526603274,19.402619156572555,1.0
1070000,1.161078,0.28267142,3.1001906,1.0860691,0.10648072,0.0002840279,0.19467597,0.009468128,0.068819225,0.02566939,0.9840371,0.0,399.0769230769231,1.2133923801772584,1.2133923801772584,17.672448281485302,1.0
1080000,1.0857276,0.3191998,3.2093852,0.7979566,0.11003337,0.00028387806,0.19462603,0.009463139,0.051029306,0.021556612,0.9896303,0.0,525.1052631578947,0.8434947738423944,0.8434947738423944,19.159165531396866,1.0
1090000,1.1305841,0.13842537,2.8276742,0.79801345,0.1071144,0.0002837322,0.1945774,0.00945828,0.054761726,0.022432746,0.9879984,0.0,631.9375,0.11630001071898732,0.11630001071898732,23.549650580855086,1.0
1100000,1.1200875,0.08837714,2.8734937,0.35205555,0.10861679,0.0002835763,0.19452542,0.00945309,0.052113116,0.020421678,0.9895646,0.0,592.3888888888889,0.28877779427501893,0.28877779427501893,19.040900107887055,1.0
1110000,1.1638789,0.24181683,2.8049772,0.9075365,0.10959634,0.0002834235,0.19447452,0.009448003,0.055713613,0.021468615,0.9875076,0.0,428.77272727272725,1.0307909233326262,1.0307909233326262,15.641443222761154,1.0
1120000,1.1531296,0.2786969,2.792186,1.1055456,0.104742505,0.0002832776,0.19442585,0.009443142,0.052313764,0.020045238,0.9877402,0.0,369.8076923076923,1.1716000075416209,1.1716000075416209,12.663675624733933,1.0
1130000,1.1439786,0.42053613,2.9939785,0.33238336,0.10639108,0.00028313126,0.19437708,0.009438272,0.04975942,0.020625396,0.9893814,0.0,510.3333333333333,0.9112381119547146,0.9112381119547146,14.284807474130677,1.0
1140000,1.0764841,0.37016273,2.846085,0.68832016,0.107856765,0.0002829762,0.1943254,0.009433105,0.0495017,0.020649489,0.9911526,0.0,364.1111111111111,1.1926296347045098,1.1926296347045098,12.947004929874781,1.0
1150000,1.0829822,0.37376,2.9436233,1.5126432,0.10178932,0.0002828212,0.19427373,0.009427945,0.06113188,0.0235682,0.9873885,0.0,383.22222222222223,1.0956889016519267,1.0956889016519267,18.426079211963547,1.0
1160000,1.0406826,0.4199037,2.9098496,0.47522512,0.10268983,0.00028267546,0.19422515,0.009423092,0.055435944,0.02253889,0.9885217,0.0,451.3809523809524,0.9820381322032994,0.9820381322032994,14.85120756906413,1.0
